
[+] Resolving hosts from [ host.txt ]
+-----------------------------------------------------------------------------+-----------------+-------+
| Hostname                                                                    | IP              | RType |
| lodhran.punjab.gov.pk                                                       | 103.226.216.204 |   A   |
| log.agpr.gov.pk                                                             | 210.56.11.83    |   A   |
| log.app.com.pk                                                              | 51.89.157.56    |   A   |
| log.bbi.net.pk                                                              | 103.120.116.10  |   A   |
| log.forex.com.pk                                                            | 167.114.174.80  |   A   |
| log.pmd.gov.pk                                                              | 203.124.42.75   |   A   |
| log.uskt.edu.pk                                                             | 206.72.198.158  |   A   |
| log02.icbb.vu.edu.pk                                                        | 172.67.138.93   | CNAME |
| log2.icbb.vu.edu.pk                                                         | 172.67.138.93   | CNAME |
| logger.icbb.vu.edu.pk                                                       | 172.67.138.93   | CNAME |
| loghost.icbb.vu.edu.pk                                                      | 172.67.138.93   | CNAME |
| login-adfs.colgate.com.pk                                                   | 35.213.138.68   |   A   |
| login-pmc.gov.pk.pmc.gov.pk                                                 | 43.250.84.119   |   A   |
